tweet,tweet_clean,label
"grafik,suspect,covid,indonesia,turun,psbb,diganti,new,normal,pemerintah,mang,maunya,kayak,nerapin,new,normal","grafik,suspect,covid,indonesia,turun,psbb,diganti,new,normal,pemerintah,mang,maunya,kayak,nerapin,new,normal",positive
"penundaan,pembayaran,maksud,pemerintah,terkait,perusahaan,listrik,negara,covid,menggratiskan,pembayan,penggunaan,listrik,new,normal,masyarakat,bayar,nya,menunggak,cicilan,kendaraan,dinikmati,terserah","penundaan,pembayaran,maksud,pemerintah,terkait,perusahaan,listrik,negara,covid,menggratiskan,pembayan,penggunaan,listrik,new,normal,masyarakat,bayar,nya,menunggak,cicilan,kendaraan,dinikmati,terserah",positive
"piket,jaga,regu,laksanakan,patroli,maklumat,kepala,kepolisian,republik,indonesia,warga,cegah,penyebaran,covid,new,normal,ikuti,anjuran,pemerintah,bersatucegahcovid","piket,jaga,regu,laksanakan,patroli,maklumat,kepala,kepolisian,republik,indonesia,warga,cegah,penyebaran,covid,new,normal,ikuti,anjuran,pemerintah,bersatucegahcovid",positive
"vaksin,ditemukan,senggaknya,diproduksi,massal,skala,internasional,new,normal,risiko,pemerintah,gencar,new,normal,merangsang,ekonomi,pointnya,protokol,kesehatan,pencegahan,risiko,penularan,covid","vaksin,ditemukan,senggaknya,diproduksi,massal,skala,internasional,new,normal,risiko,pemerintah,gencar,new,normal,merangsang,ekonomi,pointnya,protokol,kesehatan,pencegahan,risiko,penularan,covid",positive
"new,normal,bukti,kegagalan,pemerintah,merebak,luasnya,covid,lihat,segi,hukum,ekonomi,kesehatan,sosial,elakan,stop,menganggap,langkah,pasrah,langkah,ampuh","new,normal,bukti,kegagalan,pemerintah,merebak,luasnya,covid,lihat,segi,hukum,ekonomi,kesehatan,sosial,elakan,stop,menganggap,langkah,pasrah,langkah,ampuh",positive
"upaya,inovasi,pemerintah,kabupaten,sleman,sektor,pasar,modern,menyambut,new,normal,life,produktif,aman,covid,sleman,covid,slemanlawancovid,dirumahaja,lawancovid,newnormal,newnormallife,tatanannormalbaru,pasarmodern","upaya,inovasi,pemerintah,kabupaten,sleman,sektor,pasar,modern,menyambut,new,normal,life,produktif,aman,covid,sleman,covid,slemanlawancovid,dirumahaja,lawancovid,newnormal,newnormallife,tatanannormalbaru,pasarmodern",positive
"inovasi,pemerintah,kabupaten,sleman,sektor,pasar,tradisional,menyambut,new,normal,life,produktif,aman,covid,sleman,covid,slemanlawancovid,dirumahaja,lawancovid,newnormal,newnormallife,tatanannormalbaru,pasartradisional","inovasi,pemerintah,kabupaten,sleman,sektor,pasar,tradisional,menyambut,new,normal,life,produktif,aman,covid,sleman,covid,slemanlawancovid,dirumahaja,lawancovid,newnormal,newnormallife,tatanannormalbaru,pasartradisional",positive
"new,normal,program,pemerintah,pusat,ekonomi,terpuruk,stabilkan,ekonomi,new,normal,dampak,negatifnya,terinveksi,covid,terinfeksi,ngebuli,pemerintah,daerah","new,normal,program,pemerintah,pusat,ekonomi,terpuruk,stabilkan,ekonomi,new,normal,dampak,negatifnya,terinveksi,covid,terinfeksi,ngebuli,pemerintah,daerah",positive
"peran,pemerintah,daerah,vital,menekan,angka,penyebaran,covid,titik,tugas,dibantu,komponen,tentara,nasional,indonesia,kepolisian,republik,indonesia,relawan,mengampanyekan,pola,hidup,bersih,sehat","peran,pemerintah,daerah,vital,menekan,angka,penyebaran,covid,titik,tugas,dibantu,komponen,tentara,nasional,indonesia,kepolisian,republik,indonesia,relawan,mengampanyekan,pola,hidup,bersih,sehat",positive
"mas,hasil,tes,pasien,statusnya,hasil,idealnya,orang,dimasukkan,positif,covid,real,nya,pengaturan,data,pemerintah,rakyat,akses","mas,hasil,tes,pasien,statusnya,hasil,idealnya,orang,dimasukkan,positif,covid,real,nya,pengaturan,data,pemerintah,rakyat,akses",positive
"apapun,salah,pemerintah,pemalsuan,data,pemerintah,salah,sifat,covid,ketebak,surat,pemberitahuan,tahunan,flu,seagresif,pneumonia,alat,mendeteksi,mikroorganisme,real,time,pusing,susah,sjw","apapun,salah,pemerintah,pemalsuan,data,pemerintah,salah,sifat,covid,ketebak,surat,pemberitahuan,tahunan,flu,seagresif,pneumonia,alat,mendeteksi,mikroorganisme,real,time,pusing,susah,sjw",positive
"westown,view,journey,begins,sesuai,anjuran,pemerintah,protokol,covid,show,unit,westown,view,ready,mengunjungi,guys,terima,kasih,haturkan","westown,view,journey,begins,sesuai,anjuran,pemerintah,protokol,covid,show,unit,westown,view,ready,mengunjungi,guys,terima,kasih,haturkan",positive
"new,normal,pemerintah,fokus,penanggulangan,covid,problem,ekonomi","new,normal,pemerintah,fokus,penanggulangan,covid,problem,ekonomi",positive
"sektor,pariwisata,kepulauan,mentawai,dibuka,era,new,normal,minggu,menjaga,kenyamanan,keamanan,pandemi,covid,pemerintah,daerah,tatanan,normal","sektor,pariwisata,kepulauan,mentawai,dibuka,era,new,normal,minggu,menjaga,kenyamanan,keamanan,pandemi,covid,pemerintah,daerah,tatanan,normal",positive
"bilang,aktor,handal,orang,instagram,repost,peduli,berita,covid,terkena,imbas,nya,orang,progress,general,kongkow,diluat,pemerintah,bilang,new,normal","bilang,aktor,handal,orang,instagram,repost,peduli,berita,covid,terkena,imbas,nya,orang,progress,general,kongkow,diluat,pemerintah,bilang,new,normal",positive
"setuju,banget,psbb,selesai,hadapi,new,normal,bom,covid,diundur,undur,redanya,pemerintah,telat,satunya,caraharus,barbar","setuju,banget,psbb,selesai,hadapi,new,normal,bom,covid,diundur,undur,redanya,pemerintah,telat,satunya,caraharus,barbar",positive
"selamat,malam,wargasedulurbanten,pembaruan,data,covid,tanggal,juni,indonesia,barat,new,normal,pemerintah,mengharapkan,kerja,wargasedulurbanten,mewujudkan,gotong,royong,skala,pemerintah,mematuhi,aturan","selamat,malam,wargasedulurbanten,pembaruan,data,covid,tanggal,juni,indonesia,barat,new,normal,pemerintah,mengharapkan,kerja,wargasedulurbanten,mewujudkan,gotong,royong,skala,pemerintah,mematuhi,aturan",positive
"new,normal,upaya,pemerintah,mengantisipasi,gelombang,ih,covid","new,normal,upaya,pemerintah,mengantisipasi,gelombang,ih,covid",positive
"covid,pemerintah,ri,pemerintah,ri,covid,meningkat,menerapkan,new,normal,new,normal,herd,immunity,genosida,muitolakruuhip,muitolakruuhip","covid,pemerintah,ri,pemerintah,ri,covid,meningkat,menerapkan,new,normal,new,normal,herd,immunity,genosida,muitolakruuhip,muitolakruuhip",positive
"covid,pertanyaanpun,muncul,new,normal,digaungkan,pemerintah,efektif","covid,pertanyaanpun,muncul,new,normal,digaungkan,pemerintah,efektif",positive
"halo,sahabat,mido,menjalani,new,normal,menerapkan,protokol,kesehatan,sesuai,anjuran,pemerintah,salah,satunya,membawa,barang,barang,pencegahan,penyebaran,covid,barang,simak,videonya,direktorat,jenderal,imigrasi,ditjenimigrasi","halo,sahabat,mido,menjalani,new,normal,menerapkan,protokol,kesehatan,sesuai,anjuran,pemerintah,salah,satunya,membawa,barang,barang,pencegahan,penyebaran,covid,barang,simak,videonya,direktorat,jenderal,imigrasi,ditjenimigrasi",positive
"jakarta,pemerintah,memasuki,new,normal,sektor,pariwisata,mendorong,pemulihan,pariwisata,domestik,pandemi,covid,menteri","jakarta,pemerintah,memasuki,new,normal,sektor,pariwisata,mendorong,pemulihan,pariwisata,domestik,pandemi,covid,menteri",positive
"barusan,menonton,teman,live,instagram,pas,diajak,nyantuy,minum,kopi,bilang,anti,new,normal,dipikir,logika,sih,new,normal,virus,covid,hilang,new,normal,solusi,pemerintah,risiko","barusan,menonton,teman,live,instagram,pas,diajak,nyantuy,minum,kopi,bilang,anti,new,normal,dipikir,logika,sih,new,normal,virus,covid,hilang,new,normal,solusi,pemerintah,risiko",positive
"menyedihkannya,kali,webinar,ahli,epidemiologi,tim,satuan,tugas,covid,mengamini,relaksasi,psbb,new,normal,buatan,pemerintah,hehe,kayak,lingkaran,setan","menyedihkannya,kali,webinar,ahli,epidemiologi,tim,satuan,tugas,covid,mengamini,relaksasi,psbb,new,normal,buatan,pemerintah,hehe,kayak,lingkaran,setan",positive
"kurva,covid,bali,batal,dibuka,rencana,pemerintah,membuka,bali,percontohan,skema,new,normal,sektor,pariwisata,nasional,tertunda,kawasan,nusa,bali,disiapkan,uji,coba,new,normal","kurva,covid,bali,batal,dibuka,rencana,pemerintah,membuka,bali,percontohan,skema,new,normal,sektor,pariwisata,nasional,tertunda,kawasan,nusa,bali,disiapkan,uji,coba,new,normal",positive
"kci,mengalami,kerugian,akibat,turunnya,penumpang,pandemi,covid,perusahaan,pemerintah,menyetujui,kenaikkan,tarif,kereta,rel,listrik,normal","kci,mengalami,kerugian,akibat,turunnya,penumpang,pandemi,covid,perusahaan,pemerintah,menyetujui,kenaikkan,tarif,kereta,rel,listrik,normal",positive
"putu,esemka,bermarkas,boyolali,jawa,beroperasi,normal,keterbatasan,hebat,boongnya,cnn,indonesia,pemerintah,kondisi,esemka,pandemi,covid,googlenews","putu,esemka,bermarkas,boyolali,jawa,beroperasi,normal,keterbatasan,hebat,boongnya,cnn,indonesia,pemerintah,kondisi,esemka,pandemi,covid,googlenews",positive
"aturan,bepergian,pesawat,wilayah,ntt,new,normal,pemerintah,provinsi,nusa,tenggara,berlakukan,sistem,new,normal,pandemi,covid,senin,juni","aturan,bepergian,pesawat,wilayah,ntt,new,normal,pemerintah,provinsi,nusa,tenggara,berlakukan,sistem,new,normal,pandemi,covid,senin,juni",positive
"pemerintah,mengagendakan,new,normal,menormalkan,kondisi,ditengah,pendemi,covid,new,normal,diterapkan,menormalkan,kondisi,komunikasi,frekuensi,kenal","pemerintah,mengagendakan,new,normal,menormalkan,kondisi,ditengah,pendemi,covid,new,normal,diterapkan,menormalkan,kondisi,komunikasi,frekuensi,kenal",positive
"ya,terlepas,pemerintah,msing,msing,individu,patuh,minimal,pikir,covid,cerdas,menghindari,banget,sumber,penyebaran,covid,jaga,kebersihan","ya,terlepas,pemerintah,msing,msing,individu,patuh,minimal,pikir,covid,cerdas,menghindari,banget,sumber,penyebaran,covid,jaga,kebersihan",negative
"main,tawar,iya,juta,juta,prosedur,nya,byar,nya,pemerintah,bayar,kayak,nya,bisnis,covid","main,tawar,iya,juta,juta,prosedur,nya,byar,nya,pemerintah,bayar,kayak,nya,bisnis,covid",positive
"penerapan,pemerintah,terkait,new,normal,pribadi,berharap,virus,covid,hilang,muka,bumi,roda,penggerak,perekonomian,sedia,mengikuti,protokol,kesehatan,pemerintah","penerapan,pemerintah,terkait,new,normal,pribadi,berharap,virus,covid,hilang,muka,bumi,roda,penggerak,perekonomian,sedia,mengikuti,protokol,kesehatan,pemerintah",positive
"juru,bicara,satuan,tugas,covid,riau,istilah,new,normal,apalah,ditemukan,vaksin,pakai,masker,vaksin,ditemukan,pilihan,way,coba,deh,juru,bicara,pemerintah,kayak,beliau","juru,bicara,satuan,tugas,covid,riau,istilah,new,normal,apalah,ditemukan,vaksin,pakai,masker,vaksin,ditemukan,pilihan,way,coba,deh,juru,bicara,pemerintah,kayak,beliau",positive
"pandemi,covid,indonesia,melandai,pemerintah,menyambut,tatanan,kehidupan,new,normal,merilis,protokol,era,normal,sektor,terkecuali,lingkungan,pesantren","pandemi,covid,indonesia,melandai,pemerintah,menyambut,tatanan,kehidupan,new,normal,merilis,protokol,era,normal,sektor,terkecuali,lingkungan,pesantren",positive
"menghadapi,new,normal,yuk,jalani,protokol,kesehatan,dianjurkan,pemerintah,rajin,cuci,tangan,pakai,masker,laksanakan,physical,distancing,pandemi,covid,rindukan,pandemi,taucepattanpabatas","menghadapi,new,normal,yuk,jalani,protokol,kesehatan,dianjurkan,pemerintah,rajin,cuci,tangan,pakai,masker,laksanakan,physical,distancing,pandemi,covid,rindukan,pandemi,taucepattanpabatas",positive
"izin,melaporkan,sabtu,juni,kepala,unit,ik,kepolisian,sektor,seputih,surabaya,melaksanakan,giat,bin,gal,tokoh,masyarakat,bin,gal,sosialisasi,kebijakan,pemerintah,persiapan,pelaksanaan,new,normal,rangka,mencegah,pandemi,covid","izin,melaporkan,sabtu,juni,kepala,unit,ik,kepolisian,sektor,seputih,surabaya,melaksanakan,giat,bin,gal,tokoh,masyarakat,bin,gal,sosialisasi,kebijakan,pemerintah,persiapan,pelaksanaan,new,normal,rangka,mencegah,pandemi,covid",positive
"kepala,staf,kepresidenan,moeldoko,langkah,pemerintah,fase,new,normal,kenormalan,menghadapi,pandemi,covid,mengorbankan,kesehatan,rakyat,indonesiabisanewnormal,indonesiabisanewnormal","kepala,staf,kepresidenan,moeldoko,langkah,pemerintah,fase,new,normal,kenormalan,menghadapi,pandemi,covid,mengorbankan,kesehatan,rakyat,indonesiabisanewnormal,indonesiabisanewnormal",positive
"baharkam,kepolisian,republik,indonesia,pemerintah,republik,indonesia,dipimpin,presiden,joko,widodo,penerapan,adaptasi,kebiasaan,new,normal,rangka,penanganan,pandemi,corona,virus,disease,covid","baharkam,kepolisian,republik,indonesia,pemerintah,republik,indonesia,dipimpin,presiden,joko,widodo,penerapan,adaptasi,kebiasaan,new,normal,rangka,penanganan,pandemi,corona,virus,disease,covid",positive
"kepala,stap,kepresidenan,moeldoko,pemerintah,setrategi,melawan,covid,beradaptasi,memasuki,new,normal,indonesiabisanewnormal,indonesiabisanewnormal","kepala,stap,kepresidenan,moeldoko,pemerintah,setrategi,melawan,covid,beradaptasi,memasuki,new,normal,indonesiabisanewnormal,indonesiabisanewnormal",positive
"indonesiabisanewnormal,moeldoko,pemerintah,strategi,melawan,covid,beradaptasi,memasuki,tatanan,kehidupan,new,normal","indonesiabisanewnormal,moeldoko,pemerintah,strategi,melawan,covid,beradaptasi,memasuki,tatanan,kehidupan,new,normal",positive
"adaptasi,normal,pemerintah,fokus,prioritas,penanggulangan,covid,problem,ekonomi","adaptasi,normal,pemerintah,fokus,prioritas,penanggulangan,covid,problem,ekonomi",positive
"penyemprotan,disinfektan,pemerintah,menerapkan,fase,new,normal,upaya,mengahadapi,covid,perusahaan,listrik,negara,perusahaan,listrik,negara,menjalankan,new,normal,sesuai,edaran,direksi,perusahaan,listrik,negara","penyemprotan,disinfektan,pemerintah,menerapkan,fase,new,normal,upaya,mengahadapi,covid,perusahaan,listrik,negara,perusahaan,listrik,negara,menjalankan,new,normal,sesuai,edaran,direksi,perusahaan,listrik,negara",positive
"upaya,radikal,pemerintah,kejar,harta,koruptor,rupiah,disimpan,bank,swiss,bank,asing,kompensasi,pengampunan,penuh,serahkan,minimal,aset,korupsian,koruptor,bantu,tutup,utang,ln,negara,kesatuan,republik,indonesia,masuk,sel,covid,abadi","upaya,radikal,pemerintah,kejar,harta,koruptor,rupiah,disimpan,bank,swiss,bank,asing,kompensasi,pengampunan,penuh,serahkan,minimal,aset,korupsian,koruptor,bantu,tutup,utang,ln,negara,kesatuan,republik,indonesia,masuk,sel,covid,abadi",negative
"pandemi,covid,berdampak,kehidupan,sosial,ekonomi,bangsa,tal,terpuruk,pemerintah,new,normal,bangkit,melanjutkan,usaha,ekonomi,membaik,indonesiabisanewnormal","pandemi,covid,berdampak,kehidupan,sosial,ekonomi,bangsa,tal,terpuruk,pemerintah,new,normal,bangkit,melanjutkan,usaha,ekonomi,membaik,indonesiabisanewnormal",positive
"adaptasi,new,normal,pemerintah,siapkan,strategi,lawan,covid,indonesiabisanewnormal","adaptasi,new,normal,pemerintah,siapkan,strategi,lawan,covid,indonesiabisanewnormal",positive
"pemerintah,siapkan,strategi,lawan,covid,new,normal,indonesiabisanewnormal,indonesiabisanewnormal,coba,simak","pemerintah,siapkan,strategi,lawan,covid,new,normal,indonesiabisanewnormal,indonesiabisanewnormal,coba,simak",positive
"cobalah,berpikir,positif,negatif,pemerintah,danahajitidakhilang,haji,arab,saudi,mengumumkan,ketahui,disaudi,arabia,new,cases,covid,mencapai,orang,perhari","cobalah,berpikir,positif,negatif,pemerintah,danahajitidakhilang,haji,arab,saudi,mengumumkan,ketahui,disaudi,arabia,new,cases,covid,mencapai,orang,perhari",positive
"mengertiuang,pemerintah,daerah,covid,instrumennya,lomba,bikin,video,pemerintah,pemetaan,wilayah,rentan,membutuhkan,kind,jokes","mengertiuang,pemerintah,daerah,covid,instrumennya,lomba,bikin,video,pemerintah,pemetaan,wilayah,rentan,membutuhkan,kind,jokes",positive
"rakyat,bersedia,lock,pemerintah,menjamin,kebutuhan,hidup,lock,anggaran,coba,sengaja,terkait,dana,penanganan,covid,iya,dasar,otak","rakyat,bersedia,lock,pemerintah,menjamin,kebutuhan,hidup,lock,anggaran,coba,sengaja,terkait,dana,penanganan,covid,iya,dasar,otak",negative
"new,normal,covidnya,hilang,anjir,pemerintah,malas,mengurus,penanganan,covid,maunya,ngambilin,duit,covid","new,normal,covidnya,hilang,anjir,pemerintah,malas,mengurus,penanganan,covid,maunya,ngambilin,duit,covid",positive
"lombainovasidaerahnewnormaldiapresiasi,pemerintah,kota,bogor,meraih,penghargaan,lomba,inovasi,daerah,tatanan,normal,produktif,aman,covid,wali,kota,bogor,bima,arya,menerima,langsung,penghargaan,kategori,berbeda","lombainovasidaerahnewnormaldiapresiasi,pemerintah,kota,bogor,meraih,penghargaan,lomba,inovasi,daerah,tatanan,normal,produktif,aman,covid,wali,kota,bogor,bima,arya,menerima,langsung,penghargaan,kategori,berbeda",positive
"era,pandemi,covid,memasuki,babak,membentuk,narasi,new,nomal,digaungkan,pemerintah,ekonom,peneliti,pengusaha","era,pandemi,covid,memasuki,babak,membentuk,narasi,new,nomal,digaungkan,pemerintah,ekonom,peneliti,pengusaha",positive
"masak,mas,angga,paham,sih,penjelasan,prastow,ratusan,milyar,biaya,pemerintah,daerah,kirim,video,propaganda,new,normal,insya,allah,berdamai,covid,videox,covid,merajalela,salah,menonton,videox,pilihan,pemerintah","masak,mas,angga,paham,sih,penjelasan,prastow,ratusan,milyar,biaya,pemerintah,daerah,kirim,video,propaganda,new,normal,insya,allah,berdamai,covid,videox,covid,merajalela,salah,menonton,videox,pilihan,pemerintah",positive
"tenang,pemerintah,berupaya,mengelola,utang,pruden,akuntabel,mendukung,anggaran,pendapatan,belanja,negara,kredibel,utamanya,kejadian,extraordinary,covid,extraordinary,effort,stone,kardol,ririjreeng","tenang,pemerintah,berupaya,mengelola,utang,pruden,akuntabel,mendukung,anggaran,pendapatan,belanja,negara,kredibel,utamanya,kejadian,extraordinary,covid,extraordinary,effort,stone,kardol,ririjreeng",positive
"personil,kepolisian,sektor,dusel,laksanakan,patroli,dialogis,sasaran,obyek,vital,kantor,bank,sosialisasi,upaya,pemerintah,cegah,penyebaran,virus,corona,covid,wilkum,kepolisian,sektor,dusun,selatan","personil,kepolisian,sektor,dusel,laksanakan,patroli,dialogis,sasaran,obyek,vital,kantor,bank,sosialisasi,upaya,pemerintah,cegah,penyebaran,virus,corona,covid,wilkum,kepolisian,sektor,dusun,selatan",positive
"new,normal,sinonim,lembut,herd,immunity,pemerintah,hadir,olah,solusi,problem,ekonomi,titik,upaya,takut,covid","new,normal,sinonim,lembut,herd,immunity,pemerintah,hadir,olah,solusi,problem,ekonomi,titik,upaya,takut,covid",positive
"selamat,malam,wargasedulurbanten,pembaruan,data,covid,tanggal,juni,indonesia,barat,new,normal,pemerintah,mengharapkan,kerja,wargasedulurbanten,mewujudkan,gotong,royong,skala,pemerintah,mematuhi,aturan","selamat,malam,wargasedulurbanten,pembaruan,data,covid,tanggal,juni,indonesia,barat,new,normal,pemerintah,mengharapkan,kerja,wargasedulurbanten,mewujudkan,gotong,royong,skala,pemerintah,mematuhi,aturan",positive
"doni,monardo,tegaskan,pemerintah,daerah,putuskan,penerapan,new,normal,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo,pemerintah,daerah,pemerintah,daerah,memutuskan,menerapkan,kondisi,new,normal,doni","doni,monardo,tegaskan,pemerintah,daerah,putuskan,penerapan,new,normal,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo,pemerintah,daerah,pemerintah,daerah,memutuskan,menerapkan,kondisi,new,normal,doni",positive
"bea,masuk,dinaikkan,pemerintah,arab,saudi,general,authority,saudi,customs,jenis,produk,juni,ekspor,produk,indonesia,negeri,terkena,tekanan,pandemi,covid,kementerian,perdagangan,canda,bisnis","bea,masuk,dinaikkan,pemerintah,arab,saudi,general,authority,saudi,customs,jenis,produk,juni,ekspor,produk,indonesia,negeri,terkena,tekanan,pandemi,covid,kementerian,perdagangan,canda,bisnis",positive
"tes,cepat,covid,masyarakat,eh,belaga,miskin,duit,masyarakat,galang,dana,mengirim,bantuan,nopang,pemerintah,lomba,video,new,normal,bodoh,policy,duit,pajak,jembut","tes,cepat,covid,masyarakat,eh,belaga,miskin,duit,masyarakat,galang,dana,mengirim,bantuan,nopang,pemerintah,lomba,video,new,normal,bodoh,policy,duit,pajak,jembut",positive
"pendapatmu,bansos,pemerintah,masyarakat,menghadapi,pandemi,covid,tonton,pembahasannya,jejakkasus,malam,indonesia,barat,live,streaming","pendapatmu,bansos,pemerintah,masyarakat,menghadapi,pandemi,covid,tonton,pembahasannya,jejakkasus,malam,indonesia,barat,live,streaming",positive
"bhayangkara,pembina,keamanan,ketertiban,masyarakat,desa,kalitekuk,aipda,agustinus,melaksanakan,sambang,kunjung,warga,pesan,keamanan,ketertiban,masyarakat,mendukung,program,pemerintah,ketahanan,pangan,new,normal,covid","bhayangkara,pembina,keamanan,ketertiban,masyarakat,desa,kalitekuk,aipda,agustinus,melaksanakan,sambang,kunjung,warga,pesan,keamanan,ketertiban,masyarakat,mendukung,program,pemerintah,ketahanan,pangan,new,normal,covid",positive
"haha,rapid,tes,harga,jual,harga,resmi,bisnis,nolong,bisnis,berkedok,protokol,ekonomi,rakyat,sakit,suruh,bayar,mahal,tes,covid,kemana,pemerintah,dewan,perwakilan,rakyat,daerah,pakai,duit,rakyat","haha,rapid,tes,harga,jual,harga,resmi,bisnis,nolong,bisnis,berkedok,protokol,ekonomi,rakyat,sakit,suruh,bayar,mahal,tes,covid,kemana,pemerintah,dewan,perwakilan,rakyat,daerah,pakai,duit,rakyat",positive
"ngustad,lancar,honor,ceramah,nya,covid,ngustad,job,disalahkan,pemerintah,berdoa,biar,kehidupan,normal,nyinyir,provokatif,digedekan","ngustad,lancar,honor,ceramah,nya,covid,ngustad,job,disalahkan,pemerintah,berdoa,biar,kehidupan,normal,nyinyir,provokatif,digedekan",positive
"sumpah,heran,pemerintah,bikin,new,normal,anjir,grafik,covid,indonesia,parah,seleksi,alam","sumpah,heran,pemerintah,bikin,new,normal,anjir,grafik,covid,indonesia,parah,seleksi,alam",positive
"new,normal,massa,pandemi,covid,inikawan,kawan,patuh,protokol,kesehatan,pemerintah,hidup,sehat,mencegah,pandemik,covid,menjangkit","new,normal,massa,pandemi,covid,inikawan,kawan,patuh,protokol,kesehatan,pemerintah,hidup,sehat,mencegah,pandemik,covid,menjangkit",positive
"kabar,aceh,timur,pemerintah,kabupaten,aceh,timur,mengadakan,rapat,evaluasi,pelaksanaan,percepatan,penanganan,covid,rangka,hidup,new,normal,rapat,dipimpin,asisten","kabar,aceh,timur,pemerintah,kabupaten,aceh,timur,mengadakan,rapat,evaluasi,pelaksanaan,percepatan,penanganan,covid,rangka,hidup,new,normal,rapat,dipimpin,asisten",positive
"data,pasien,covid,diduga,bocor,kominfo,audit,forensik,data,center,pemerintah","data,pasien,covid,diduga,bocor,kominfo,audit,forensik,data,center,pemerintah",negative
"positif,covid,melonjak,new,normal,indef,pemerintah","positif,covid,melonjak,new,normal,indef,pemerintah",positive
"pemerintah,kota,bogor,menyabet,penghargaan,kementerian,negeri,kementerian,negeri,lomba,inovasi,daerah,tatanan,normal,produktif,aman,covid,pengumuman,gedung","pemerintah,kota,bogor,menyabet,penghargaan,kementerian,negeri,kementerian,negeri,lomba,inovasi,daerah,tatanan,normal,produktif,aman,covid,pengumuman,gedung",positive
"ya,pariwisata,bisnis,trust,indonesia,sok,pariwisata,pandemi,orang,negara,dilarang,indonesia,pemerintahnya,menganggap,pemerintah,indonesia,main,main,menangani,covid,selamat,makan,pariwisata,pandemj","ya,pariwisata,bisnis,trust,indonesia,sok,pariwisata,pandemi,orang,negara,dilarang,indonesia,pemerintahnya,menganggap,pemerintah,indonesia,main,main,menangani,covid,selamat,makan,pariwisata,pandemj",positive
"sosmas,info,grafis,pemberlakuan,new,normal,pemerintah,indonesia,mengeluarkan,kebijakan,mengadakan,new,normal,new,normal,menerapkan,kebiasaan,aktivitas,kesehariaan,menerapkan,protokol,kesehatan,covid","sosmas,info,grafis,pemberlakuan,new,normal,pemerintah,indonesia,mengeluarkan,kebijakan,mengadakan,new,normal,new,normal,menerapkan,kebiasaan,aktivitas,kesehariaan,menerapkan,protokol,kesehatan,covid",positive
"heran,sih,australia,prediksi,indonesia,hotspot,covid,baca,berita,pemerintah,mengadakan,lomba,bikin,video,new,normal,duitnya,pakai,berguna","heran,sih,australia,prediksi,indonesia,hotspot,covid,baca,berita,pemerintah,mengadakan,lomba,bikin,video,new,normal,duitnya,pakai,berguna",positive
"indonesiamenyapasiang,konferensi,pers,perkembangan,penanganan,covid,achmad,yurianto,juru,bicara,pemerintah,reisa,broto,asmoro,tim,komunikasi,publik,gugasnas,percepatan,penanangan,covid,live,kantor,graha,bnpb,jakarta","indonesiamenyapasiang,konferensi,pers,perkembangan,penanganan,covid,achmad,yurianto,juru,bicara,pemerintah,reisa,broto,asmoro,tim,komunikasi,publik,gugasnas,percepatan,penanangan,covid,live,kantor,graha,bnpb,jakarta",positive
"live,konferensi,pers,bnpb,indonesia,terkait,perkembangan,penanganan,covid,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,tim,komunikasi,publik,gugasnas,percepatan,penanangan,covid,reisa,broto,asmoro","live,konferensi,pers,bnpb,indonesia,terkait,perkembangan,penanganan,covid,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,tim,komunikasi,publik,gugasnas,percepatan,penanangan,covid,reisa,broto,asmoro",positive
"pemerintah,daerah,pemerintah,daerah,didesak,memprioritaskan,pemanfaatan,dana,insentif,hasil,lomba,video,simulasi,era,new,normal,membiayai,kebutuhan,mendesak,penanganan,pandemi,corona,covid","pemerintah,daerah,pemerintah,daerah,didesak,memprioritaskan,pemanfaatan,dana,insentif,hasil,lomba,video,simulasi,era,new,normal,membiayai,kebutuhan,mendesak,penanganan,pandemi,corona,covid",positive
"kondisi,pemerintah,mengadakan,new,normal,memikirkan,disiapkan,mendeteksi,orang,orang,terdampar,covid,masyarakat,nias,terhindar,ancaman,virus,berbahaya","kondisi,pemerintah,mengadakan,new,normal,memikirkan,disiapkan,mendeteksi,orang,orang,terdampar,covid,masyarakat,nias,terhindar,ancaman,virus,berbahaya",positive
"new,normal,pengoptimalan,pemerintah,mengajak,masyarakat,hidup,sehat,terhindar,covid,melanda,negara,indonesia,dunia","new,normal,pengoptimalan,pemerintah,mengajak,masyarakat,hidup,sehat,terhindar,covid,melanda,negara,indonesia,dunia",positive
"transisi,ditemukannya,vaksin,covid,wakil,presiden,pemerintah,serius,mengkaji,tatanan,normal","transisi,ditemukannya,vaksin,covid,wakil,presiden,pemerintah,serius,mengkaji,tatanan,normal",positive
"anjangsana,babinsa,ds,ganti,melaksanakan,komsos,sutiman,ds,ganti,babinsa,menghimbau,tetapkan,pemerintah,new,normal,masyarakat,waspada,penyebaran,virus,covid","anjangsana,babinsa,ds,ganti,melaksanakan,komsos,sutiman,ds,ganti,babinsa,menghimbau,tetapkan,pemerintah,new,normal,masyarakat,waspada,penyebaran,virus,covid",positive
"membuka,car,free,day,kecerobohan,pemerintah,menghadap,pandemi,covid,opiniindonesiana","membuka,car,free,day,kecerobohan,pemerintah,menghadap,pandemi,covid,opiniindonesiana",positive
